DRUG_NAME,accuracy,precision,recall,f1,roc_auc
PLX-4720,0.5620689655172414,0.6016260162601627,0.4868421052631579,0.5381818181818182,0.528484935163997
Dihydrorotenone,0.51010101010101,0.4470588235294118,0.4318181818181818,0.4393063583815029,0.5266528925619834
CHIR-99021,0.5714285714285714,0.5625,0.45,0.5,0.5113636363636364
SB505124,0.5192307692307693,0.6111111111111112,0.3793103448275862,0.46808510638297873,0.5089955022488755
BX795,0.6666666666666666,0.6875,0.55,0.6111111111111112,0.5
741909,0.4898989898989899,0.49411764705882355,0.42,0.4540540540540541,0.4935714285714286
GSK269962A,0.574468085106383,0.8125,0.43333333333333335,0.5652173913043478,0.48823529411764705
AZD6482,0.574468085106383,0.5,0.4,0.4444444444444444,0.47777777777777786
123829,0.45454545454545453,0.4090909090909091,0.391304347826087,0.4,0.4719031993437244
Acetalax,0.41919191919191917,0.41975308641975306,0.3333333333333333,0.37158469945355194,0.3933823529411765
